
        ==========     _____ _    _ ____  _____  ______          _____  
        =====         / ____| |  | |  _ \|  __ \|  ____|   /\   |  __ \ 
          =====      | (___ | |  | | |_) | |__) | |__     /  \  | |  | |
            ====      \___ \| |  | |  _ <|  _  /|  __|   / /\ \ | |  | |
              ====    ____) | |__| | |_) | | \ \| |____ / ____ \| |__| |
        ==========   |_____/ \____/|____/|_|  \_\______/_/    \_\_____/
|| Start read mapping in chunk.                                               ||
||   77% completed, 5.3 mins elapsed, rate=99.6k fragments per second         ||
||   84% completed, 5.6 mins elapsed, rate=101.9k fragments per second        ||
||   84% completed, 5.7 mins elapsed, rate=79.2k fragments per second         ||
||   85% completed, 5.7 mins elapsed, rate=79.2k fragments per second         ||
||   85% completed, 5.7 mins elapsed, rate=79.2k fragments per second         ||
||   85% completed, 5.7 mins elapsed, rate=79.2k fragments per second         ||
||   86% completed, 5.8 mins elapsed, rate=79.2k fragments per second         ||
||   86% completed, 5.8 mins elapsed, rate=79.2k fragments per second         ||
||   86% completed, 5.8 mins elapsed, rate=79.3k fragments per second         ||
||   87% completed, 5.8 mins elapsed, rate=79.3k fragments per second         ||
||   87% completed, 5.9 mins elapsed, rate=79.3k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   88% completed, 6.0 mins elapsed, rate=98.6k fragments per second         ||
||   94% completed, 6.2 mins elapsed, rate=100.8k fragments per second        ||
||   95% completed, 6.3 mins elapsed, rate=80.7k fragments per second         ||
||   96% completed, 6.3 mins elapsed, rate=80.7k fragments per second         ||
||   96% completed, 6.3 mins elapsed, rate=80.7k fragments per second         ||
||   96% completed, 6.4 mins elapsed, rate=80.8k fragments per second         ||
||   97% completed, 6.4 mins elapsed, rate=80.8k fragments per second         ||
||   97% completed, 6.4 mins elapsed, rate=80.8k fragments per second         ||
||   97% completed, 6.4 mins elapsed, rate=80.8k fragments per second         ||
||   98% completed, 6.4 mins elapsed, rate=80.8k fragments per second         ||
||   98% completed, 6.5 mins elapsed, rate=80.8k fragments per second         ||
||   98% completed, 6.5 mins elapsed, rate=80.8k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   99% completed, 6.5 mins elapsed, rate=98.8k fragments per second         ||
||   99% completed, 6.6 mins elapsed, rate=80.4k fragments per second         ||
||   99% completed, 6.6 mins elapsed, rate=80.4k fragments per second         ||
||   99% completed, 6.6 mins elapsed, rate=80.4k fragments per second         ||
||   99% completed, 6.6 mins elapsed, rate=80.4k fragments per second         ||
|| Sort the reads...                                                          ||
||                                                                            ||
||                           Completed successfully.                          ||
||                                                                            ||
\\====================================    ====================================//

//================================   Summary =================================\\
||                                                                            ||
||             Total fragments : 31,809,034                                   ||
||                      Mapped : 31,545,552 (99.2%)                           ||
||             Uniquely mapped : 30,467,792                                   ||
||               Multi-mapping : 1,077,760                                    ||
||                                                                            ||
||                    Unmapped : 263,482                                      ||
||                                                                            ||
||             Properly paired : 22,944,739                                   ||
||         Not properly paired : 8,600,813                                    ||
||                   Singleton : 630,600                                      ||
||                    Chimeric : 988,640                                      ||
||       Unexpected strandness : 95,566                                       ||
||  Unexpected fragment length : 6,729,976                                    ||
||       Unexpected read order : 156,031                                      ||
||                                                                            ||
||                      Indels : 201,297                                      ||
||                                                                            ||
||                Running time : 10.1 minutes                                 ||
||                                                                            ||
\\============================================================================//


        ==========     _____ _    _ ____  _____  ______          _____  
        =====         / ____| |  | |  _ \|  __ \|  ____|   /\   |  __ \ 
          =====      | (___ | |  | | |_) | |__) | |__     /  \  | |  | |
            ====      \___ \| |  | |  _ <|  _  /|  __|   / /\ \ | |  | |
              ====    ____) | |__| | |_) | | \ \| |____ / ____ \| |__| |
        ==========   |_____/ \____/|____/|_|  \_\______/_/    \_\_____/
       Rsubread 2.2.6

//================================= setting ==================================\\
||                                                                            ||
|| Function      : Read alignment (RNA-Seq)                                   ||
|| Input file 1  : 14_179_IgMp_S11_L001_R1_001.fastq.gz                       ||
|| Input file 2  : 14_179_IgMp_S11_L001_R2_001.fastq.gz                       ||
|| Output file   : 14_179_IgMp_S11_L001_R1_001.bam (BAM), Sorted              ||
|| Index name    : mm10                                                       ||
||                                                                            ||
||                    ------------------------------------                    ||
||                                                                            ||
||                               Threads : 16                                 ||
||                          Phred offset : 33                                 ||
||               # of extracted subreads : 10                                 ||
||                        Min read1 vote : 3                                  ||
||                        Min read2 vote : 1                                  ||
||                     Max fragment size : 600                                ||
||                     Min fragment size : 50                                 ||
||                        Max mismatches : 3                                  ||
||                      Max indel length : 5                                  ||
||            Report multi-mapping reads : yes                                ||
|| Max alignments per multi-mapping read : 1                                  ||
||                           Annotations : inbuilt (mm10)                     ||
||                                                                            ||
\\============================================================================//

//================= Running (06-Apr-2022 05:56:10, pid=7173) =================\\
||                                                                            ||
|| Check the input reads.                                                     ||
|| The input file contains base space reads.                                  ||
|| Initialise the memory objects.                                             ||
|| Estimate the mean read length.                                             ||
|| The range of Phred scores observed in the data is [0,34]                   ||
|| Create the output BAM file.                                                ||
|| Check the index.                                                           ||
|| Init the voting space.                                                     ||
|| Load the annotation file.                                                  ||
|| 222996 annotation records were loaded.                                     ||
||                                                                            ||
|| Chromosomes/contigs in annotation but not in index :                       ||
||    NT_166281.1                                                             ||
||    NT_187056.1                                                             ||
||    NT_187054.1                                                             ||
||    NT_187060.1                                                             ||
||    NT_187057.1                                                             ||
||    NT_166282.1                                                             ||
||    NT_166307.1                                                             ||
||    NT_187059.1                                                             ||
||    NT_187062.1                                                             ||
||    NT_187052.1                                                             ||
||    NT_166438.1                                                             ||
||    NT_166466.1                                                             ||
||    NT_187058.1                                                             ||
||    NT_187053.1                                                             ||
||    NT_166291.1                                                             ||
||    NT_162750.1                                                             ||
||    NT_165789.2                                                             ||
||    NT_166463.1                                                             ||
||    NT_166434.1                                                             ||
||    NT_166280.1                                                             ||
||    NT_187064.1                                                             ||
||                                                                            ||
||                                                                            ||
|| Chromosomes/contigs in index but not in annotation :                       ||
||    chr4_JH584292_random                                                    ||
||    chr5_JH584297_random                                                    ||
||    chr4_GL456350_random                                                    ||
||    chrUn_GL456239                                                          ||
||    chr1_GL456212_random                                                    ||
||    chrY_JH584303_random                                                    ||
||    chr4_JH584295_random                                                    ||
||    chr1_GL456210_random                                                    ||
||    chrY_JH584301_random                                                    ||
||    chrUn_GL456359                                                          ||
||    chr4_JH584293_random                                                    ||
||    chrUn_GL456360                                                          ||
||    chr5_JH584298_random                                                    ||
||    chrUn_GL456366                                                          ||
||    chrUn_GL456367                                                          ||
||    chrUn_GL456368                                                          ||
||    chrUn_GL456370                                                          ||
||    chrUn_GL456372                                                          ||
||    chrUn_GL456378                                                          ||
||    chrUn_GL456379                                                          ||
||    chrUn_GL456381                                                          ||
||    chrUn_GL456382                                                          ||
||    chrUn_GL456383                                                          ||
||    chrUn_GL456385                                                          ||
||    chrUn_GL456387                                                          ||
||    chrUn_GL456389                                                          ||
||    chrUn_GL456390                                                          ||
||    chrUn_GL456392                                                          ||
||    chrUn_GL456393                                                          ||
||    chrUn_GL456394                                                          ||
||    chrUn_GL456396                                                          ||
||    chr4_GL456216_random                                                    ||
||    chr1_GL456221_random                                                    ||
||    chr1_GL456213_random                                                    ||
||    chrUn_JH584304                                                          ||
||    chr5_JH584296_random                                                    ||
||    chr5_GL456354_random                                                    ||
||    chr7_GL456219_random                                                    ||
||    chrX_GL456233_random                                                    ||
||    chr1_GL456211_random                                                    ||
||    chrY_JH584302_random                                                    ||
||    chr4_JH584294_random                                                    ||
||    chr5_JH584299_random                                                    ||
||    chrY_JH584300_random                                                    ||
||                                                                            ||
|| Global environment is initialised.                                         ||
|| Load the 1-th index block...                                               ||
|| The index block has been loaded.                                           ||
|| Start read mapping in chunk.                                               ||
||    0% completed, 0.8 mins elapsed, rate=46.0k fragments per second         ||
||    7% completed, 1.2 mins elapsed, rate=94.4k fragments per second         ||
||   Estimated fragment length : 252 bp                                       ||
||    7% completed, 1.2 mins elapsed, rate=32.9k fragments per second         ||
||    8% completed, 1.3 mins elapsed, rate=33.9k fragments per second         ||
||    8% completed, 1.3 mins elapsed, rate=35.0k fragments per second         ||
||    9% completed, 1.3 mins elapsed, rate=36.0k fragments per second         ||
||    9% completed, 1.3 mins elapsed, rate=37.0k fragments per second         ||
||    9% completed, 1.3 mins elapsed, rate=38.0k fragments per second         ||
||   10% completed, 1.4 mins elapsed, rate=39.1k fragments per second         ||
||   10% completed, 1.4 mins elapsed, rate=40.0k fragments per second         ||
||   11% completed, 1.4 mins elapsed, rate=41.1k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   11% completed, 1.5 mins elapsed, rate=85.9k fragments per second         ||
||   18% completed, 1.8 mins elapsed, rate=93.7k fragments per second         ||
||   19% completed, 1.9 mins elapsed, rate=53.4k fragments per second         ||
||   19% completed, 1.9 mins elapsed, rate=53.9k fragments per second         ||
||   20% completed, 1.9 mins elapsed, rate=54.4k fragments per second         ||
||   20% completed, 1.9 mins elapsed, rate=54.9k fragments per second         ||
||   20% completed, 1.9 mins elapsed, rate=55.4k fragments per second         ||
||   21% completed, 2.0 mins elapsed, rate=55.8k fragments per second         ||
||   21% completed, 2.0 mins elapsed, rate=56.3k fragments per second         ||
||   21% completed, 2.0 mins elapsed, rate=56.8k fragments per second         ||
||   22% completed, 2.0 mins elapsed, rate=57.3k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   22% completed, 2.1 mins elapsed, rate=90.8k fragments per second         ||
||   29% completed, 2.4 mins elapsed, rate=97.6k fragments per second         ||
||   30% completed, 2.4 mins elapsed, rate=65.4k fragments per second         ||
||   30% completed, 2.4 mins elapsed, rate=65.7k fragments per second         ||
||   31% completed, 2.5 mins elapsed, rate=65.9k fragments per second         ||
||   31% completed, 2.5 mins elapsed, rate=66.1k fragments per second         ||
||   31% completed, 2.5 mins elapsed, rate=66.3k fragments per second         ||
||   32% completed, 2.5 mins elapsed, rate=66.5k fragments per second         ||
||   32% completed, 2.5 mins elapsed, rate=66.8k fragments per second         ||
||   33% completed, 2.6 mins elapsed, rate=67.0k fragments per second         ||
||   33% completed, 2.6 mins elapsed, rate=67.1k fragments per second         ||
||   33% completed, 2.6 mins elapsed, rate=67.3k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   34% completed, 2.7 mins elapsed, rate=94.3k fragments per second         ||
||   40% completed, 2.9 mins elapsed, rate=100.6k fragments per second        ||
||   41% completed, 3.0 mins elapsed, rate=73.0k fragments per second         ||
||   41% completed, 3.0 mins elapsed, rate=73.1k fragments per second         ||
||   42% completed, 3.0 mins elapsed, rate=73.2k fragments per second         ||
||   42% completed, 3.0 mins elapsed, rate=73.3k fragments per second         ||
||   43% completed, 3.1 mins elapsed, rate=73.4k fragments per second         ||
||   43% completed, 3.1 mins elapsed, rate=73.5k fragments per second         ||
||   43% completed, 3.1 mins elapsed, rate=73.6k fragments per second         ||
||   44% completed, 3.1 mins elapsed, rate=73.7k fragments per second         ||
||   44% completed, 3.1 mins elapsed, rate=73.8k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   45% completed, 3.2 mins elapsed, rate=96.4k fragments per second         ||
||   51% completed, 3.5 mins elapsed, rate=101.0k fragments per second        ||
||   52% completed, 3.5 mins elapsed, rate=77.6k fragments per second         ||
||   52% completed, 3.6 mins elapsed, rate=77.6k fragments per second         ||
||   53% completed, 3.6 mins elapsed, rate=77.7k fragments per second         ||
||   53% completed, 3.6 mins elapsed, rate=77.7k fragments per second         ||
||   53% completed, 3.6 mins elapsed, rate=77.7k fragments per second         ||
||   54% completed, 3.6 mins elapsed, rate=77.7k fragments per second         ||
||   54% completed, 3.7 mins elapsed, rate=77.8k fragments per second         ||
||   55% completed, 3.7 mins elapsed, rate=77.8k fragments per second         ||
||   55% completed, 3.7 mins elapsed, rate=77.8k fragments per second         ||
||   55% completed, 3.7 mins elapsed, rate=77.9k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   56% completed, 3.8 mins elapsed, rate=97.8k fragments per second         ||
||   62% completed, 4.0 mins elapsed, rate=100.9k fragments per second        ||
||   63% completed, 4.1 mins elapsed, rate=80.7k fragments per second         ||
||   64% completed, 4.1 mins elapsed, rate=80.7k fragments per second         ||
||   64% completed, 4.2 mins elapsed, rate=80.6k fragments per second         ||
||   64% completed, 4.2 mins elapsed, rate=80.6k fragments per second         ||
||   65% completed, 4.2 mins elapsed, rate=80.6k fragments per second         ||
||   65% completed, 4.2 mins elapsed, rate=80.6k fragments per second         ||
||   66% completed, 4.3 mins elapsed, rate=80.6k fragments per second         ||
||   66% completed, 4.3 mins elapsed, rate=80.5k fragments per second         ||
||   66% completed, 4.3 mins elapsed, rate=80.5k fragments per second         ||
||   67% completed, 4.3 mins elapsed, rate=80.5k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   67% completed, 4.4 mins elapsed, rate=97.2k fragments per second         ||
||   74% completed, 4.6 mins elapsed, rate=99.9k fragments per second         ||
||   75% completed, 4.7 mins elapsed, rate=82.6k fragments per second         ||
||   75% completed, 4.7 mins elapsed, rate=82.6k fragments per second         ||
||   75% completed, 4.8 mins elapsed, rate=82.6k fragments per second         ||
||   76% completed, 4.8 mins elapsed, rate=82.6k fragments per second         ||
||   76% completed, 4.8 mins elapsed, rate=82.6k fragments per second         ||
||   77% completed, 4.8 mins elapsed, rate=82.5k fragments per second         ||
||   77% completed, 4.9 mins elapsed, rate=82.5k fragments per second         ||
||   77% completed, 4.9 mins elapsed, rate=82.5k fragments per second         ||
||   78% completed, 4.9 mins elapsed, rate=82.5k fragments per second         ||
||   78% completed, 4.9 mins elapsed, rate=82.4k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   78% completed, 5.0 mins elapsed, rate=97.1k fragments per second         ||
||   85% completed, 5.2 mins elapsed, rate=99.7k fragments per second         ||
||   86% completed, 5.3 mins elapsed, rate=84.2k fragments per second         ||
||   86% completed, 5.4 mins elapsed, rate=84.2k fragments per second         ||
||   87% completed, 5.4 mins elapsed, rate=84.1k fragments per second         ||
||   87% completed, 5.4 mins elapsed, rate=84.1k fragments per second         ||
||   87% completed, 5.4 mins elapsed, rate=84.0k fragments per second         ||
||   88% completed, 5.5 mins elapsed, rate=83.9k fragments per second         ||
||   88% completed, 5.5 mins elapsed, rate=83.9k fragments per second         ||
||   89% completed, 5.5 mins elapsed, rate=83.8k fragments per second         ||
||   89% completed, 5.5 mins elapsed, rate=83.7k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   90% completed, 5.6 mins elapsed, rate=96.6k fragments per second         ||
||   96% completed, 5.9 mins elapsed, rate=84.9k fragments per second         ||
||   97% completed, 6.0 mins elapsed, rate=84.9k fragments per second         ||
||   97% completed, 6.0 mins elapsed, rate=84.8k fragments per second         ||
||   97% completed, 6.0 mins elapsed, rate=84.7k fragments per second         ||
||   98% completed, 6.0 mins elapsed, rate=84.7k fragments per second         ||
||   98% completed, 6.1 mins elapsed, rate=84.6k fragments per second         ||
||   98% completed, 6.1 mins elapsed, rate=84.6k fragments per second         ||
||   99% completed, 6.1 mins elapsed, rate=84.5k fragments per second         ||
||   99% completed, 6.1 mins elapsed, rate=84.4k fragments per second         ||
||   99% completed, 6.2 mins elapsed, rate=84.4k fragments per second         ||
|| Sort the reads...                                                          ||
||                                                                            ||
||                           Completed successfully.                          ||
||                                                                            ||
\\====================================    ====================================//

//================================   Summary =================================\\
||                                                                            ||
||             Total fragments : 31,184,131                                   ||
||                      Mapped : 30,795,039 (98.8%)                           ||
||             Uniquely mapped : 29,595,528                                   ||
||               Multi-mapping : 1,199,511                                    ||
||                                                                            ||
||                    Unmapped : 389,092                                      ||
||                                                                            ||
||             Properly paired : 22,785,281                                   ||
||         Not properly paired : 8,009,758                                    ||
||                   Singleton : 620,550                                      ||
||                    Chimeric : 1,131,106                                    ||
||       Unexpected strandness : 84,970                                       ||
||  Unexpected fragment length : 6,040,151                                    ||
||       Unexpected read order : 132,981                                      ||
||                                                                            ||
||                      Indels : 212,868                                      ||
||                                                                            ||
||                Running time : 9.6 minutes                                  ||
||                                                                            ||
\\============================================================================//


        ==========     _____ _    _ ____  _____  ______          _____  
        =====         / ____| |  | |  _ \|  __ \|  ____|   /\   |  __ \ 
          =====      | (___ | |  | | |_) | |__) | |__     /  \  | |  | |
            ====      \___ \| |  | |  _ <|  _  /|  __|   / /\ \ | |  | |
              ====    ____) | |__| | |_) | | \ \| |____ / ____ \| |__| |
        ==========   |_____/ \____/|____/|_|  \_\______/_/    \_\_____/
       Rsubread 2.2.6

//================================= setting ==================================\\
||                                                                            ||
|| Function      : Read alignment (RNA-Seq)                                   ||
|| Input file 1  : 15_180_IgMp_S12_L001_R1_001.fastq.gz                       ||
|| Input file 2  : 15_180_IgMp_S12_L001_R2_001.fastq.gz                       ||
|| Output file   : 15_180_IgMp_S12_L001_R1_001.bam (BAM), Sorted              ||
|| Index name    : mm10                                                       ||
||                                                                            ||
||                    ------------------------------------                    ||
||                                                                            ||
||                               Threads : 16                                 ||
||                          Phred offset : 33                                 ||
||               # of extracted subreads : 10                                 ||
||                        Min read1 vote : 3                                  ||
||                        Min read2 vote : 1                                  ||
||                     Max fragment size : 600                                ||
||                     Min fragment size : 50                                 ||
||                        Max mismatches : 3                                  ||
||                      Max indel length : 5                                  ||
||            Report multi-mapping reads : yes                                ||
|| Max alignments per multi-mapping read : 1                                  ||
||                           Annotations : inbuilt (mm10)                     ||
||                                                                            ||
\\============================================================================//

//================= Running (06-Apr-2022 06:05:44, pid=7173) =================\\
||                                                                            ||
|| Check the input reads.                                                     ||
|| The input file contains base space reads.                                  ||
|| Initialise the memory objects.                                             ||
|| Estimate the mean read length.                                             ||
|| The range of Phred scores observed in the data is [0,34]                   ||
|| Create the output BAM file.                                                ||
|| Check the index.                                                           ||
|| Init the voting space.                                                     ||
|| Load the annotation file.                                                  ||
|| 222996 annotation records were loaded.                                     ||
||                                                                            ||
|| Chromosomes/contigs in annotation but not in index :                       ||
||    NT_166281.1                                                             ||
||    NT_187056.1                                                             ||
||    NT_187054.1                                                             ||
||    NT_187060.1                                                             ||
||    NT_187057.1                                                             ||
||    NT_166282.1                                                             ||
||    NT_166307.1                                                             ||
||    NT_187059.1                                                             ||
||    NT_187062.1                                                             ||
||    NT_187052.1                                                             ||
||    NT_166438.1                                                             ||
||    NT_166466.1                                                             ||
||    NT_187058.1                                                             ||
||    NT_187053.1                                                             ||
||    NT_166291.1                                                             ||
||    NT_162750.1                                                             ||
||    NT_165789.2                                                             ||
||    NT_166463.1                                                             ||
||    NT_166434.1                                                             ||
||    NT_166280.1                                                             ||
||    NT_187064.1                                                             ||
||                                                                            ||
||                                                                            ||
|| Chromosomes/contigs in index but not in annotation :                       ||
||    chr4_JH584292_random                                                    ||
||    chr5_JH584297_random                                                    ||
||    chr4_GL456350_random                                                    ||
||    chrUn_GL456239                                                          ||
||    chr1_GL456212_random                                                    ||
||    chrY_JH584303_random                                                    ||
||    chr4_JH584295_random                                                    ||
||    chr1_GL456210_random                                                    ||
||    chrY_JH584301_random                                                    ||
||    chrUn_GL456359                                                          ||
||    chr4_JH584293_random                                                    ||
||    chrUn_GL456360                                                          ||
||    chr5_JH584298_random                                                    ||
||    chrUn_GL456366                                                          ||
||    chrUn_GL456367                                                          ||
||    chrUn_GL456368                                                          ||
||    chrUn_GL456370                                                          ||
||    chrUn_GL456372                                                          ||
||    chrUn_GL456378                                                          ||
||    chrUn_GL456379                                                          ||
||    chrUn_GL456381                                                          ||
||    chrUn_GL456382                                                          ||
||    chrUn_GL456383                                                          ||
||    chrUn_GL456385                                                          ||
||    chrUn_GL456387                                                          ||
||    chrUn_GL456389                                                          ||
||    chrUn_GL456390                                                          ||
||    chrUn_GL456392                                                          ||
||    chrUn_GL456393                                                          ||
||    chrUn_GL456394                                                          ||
||    chrUn_GL456396                                                          ||
||    chr4_GL456216_random                                                    ||
||    chr1_GL456221_random                                                    ||
||    chr1_GL456213_random                                                    ||
||    chrUn_JH584304                                                          ||
||    chr5_JH584296_random                                                    ||
||    chr5_GL456354_random                                                    ||
||    chr7_GL456219_random                                                    ||
||    chrX_GL456233_random                                                    ||
||    chr1_GL456211_random                                                    ||
||    chrY_JH584302_random                                                    ||
||    chr4_JH584294_random                                                    ||
||    chr5_JH584299_random                                                    ||
||    chrY_JH584300_random                                                    ||
||                                                                            ||
|| Global environment is initialised.                                         ||
|| Load the 1-th index block...                                               ||
|| The index block has been loaded.                                           ||
|| Start read mapping in chunk.                                               ||
||    0% completed, 0.8 mins elapsed, rate=49.0k fragments per second         ||
||   Estimated fragment length : 251 bp                                       ||
||    7% completed, 1.2 mins elapsed, rate=34.7k fragments per second         ||
||    7% completed, 1.2 mins elapsed, rate=35.8k fragments per second         ||
||    7% completed, 1.2 mins elapsed, rate=36.9k fragments per second         ||
||    8% completed, 1.2 mins elapsed, rate=37.9k fragments per second         ||
||    8% completed, 1.2 mins elapsed, rate=39.0k fragments per second         ||
||    8% completed, 1.3 mins elapsed, rate=40.0k fragments per second         ||
||    9% completed, 1.3 mins elapsed, rate=41.0k fragments per second         ||
||    9% completed, 1.3 mins elapsed, rate=42.0k fragments per second         ||
||   10% completed, 1.3 mins elapsed, rate=43.0k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   10% completed, 1.4 mins elapsed, rate=96.0k fragments per second         ||
||   17% completed, 1.6 mins elapsed, rate=113.9k fragments per second        ||
||   17% completed, 1.7 mins elapsed, rate=59.1k fragments per second         ||
||   18% completed, 1.7 mins elapsed, rate=59.4k fragments per second         ||
||   18% completed, 1.7 mins elapsed, rate=59.9k fragments per second         ||
||   19% completed, 1.7 mins elapsed, rate=60.4k fragments per second         ||
||   19% completed, 1.8 mins elapsed, rate=60.9k fragments per second         ||
||   19% completed, 1.8 mins elapsed, rate=61.4k fragments per second         ||
||   20% completed, 1.8 mins elapsed, rate=61.8k fragments per second         ||
||   20% completed, 1.8 mins elapsed, rate=62.3k fragments per second         ||
||   20% completed, 1.8 mins elapsed, rate=62.8k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   21% completed, 1.9 mins elapsed, rate=104.6k fragments per second        ||
||   27% completed, 2.1 mins elapsed, rate=115.3k fragments per second        ||
||   28% completed, 2.2 mins elapsed, rate=72.1k fragments per second         ||
||   28% completed, 2.2 mins elapsed, rate=72.4k fragments per second         ||
||   29% completed, 2.2 mins elapsed, rate=72.6k fragments per second         ||
||   29% completed, 2.3 mins elapsed, rate=72.8k fragments per second         ||
||   29% completed, 2.3 mins elapsed, rate=73.0k fragments per second         ||
||   30% completed, 2.3 mins elapsed, rate=73.1k fragments per second         ||
||   30% completed, 2.3 mins elapsed, rate=73.3k fragments per second         ||
||   30% completed, 2.3 mins elapsed, rate=73.6k fragments per second         ||
||   31% completed, 2.3 mins elapsed, rate=73.8k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   31% completed, 2.4 mins elapsed, rate=107.6k fragments per second        ||
||   38% completed, 2.6 mins elapsed, rate=114.9k fragments per second        ||
||   38% completed, 2.7 mins elapsed, rate=80.6k fragments per second         ||
||   38% completed, 2.7 mins elapsed, rate=80.7k fragments per second         ||
||   39% completed, 2.7 mins elapsed, rate=80.9k fragments per second         ||
||   39% completed, 2.7 mins elapsed, rate=80.9k fragments per second         ||
||   40% completed, 2.8 mins elapsed, rate=80.9k fragments per second         ||
||   40% completed, 2.8 mins elapsed, rate=81.0k fragments per second         ||
||   40% completed, 2.8 mins elapsed, rate=80.9k fragments per second         ||
||   41% completed, 2.8 mins elapsed, rate=81.0k fragments per second         ||
||   41% completed, 2.8 mins elapsed, rate=81.2k fragments per second         ||
||   41% completed, 2.9 mins elapsed, rate=81.3k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   41% completed, 2.9 mins elapsed, rate=108.8k fragments per second        ||
||   48% completed, 3.2 mins elapsed, rate=114.1k fragments per second        ||
||   48% completed, 3.2 mins elapsed, rate=85.5k fragments per second         ||
||   49% completed, 3.2 mins elapsed, rate=85.6k fragments per second         ||
||   49% completed, 3.2 mins elapsed, rate=85.7k fragments per second         ||
||   49% completed, 3.3 mins elapsed, rate=85.7k fragments per second         ||
||   50% completed, 3.3 mins elapsed, rate=85.8k fragments per second         ||
||   50% completed, 3.3 mins elapsed, rate=85.9k fragments per second         ||
||   50% completed, 3.3 mins elapsed, rate=85.9k fragments per second         ||
||   51% completed, 3.3 mins elapsed, rate=86.0k fragments per second         ||
||   51% completed, 3.4 mins elapsed, rate=86.1k fragments per second         ||
||   51% completed, 3.4 mins elapsed, rate=86.2k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   52% completed, 3.4 mins elapsed, rate=110.3k fragments per second        ||
||   59% completed, 3.8 mins elapsed, rate=87.4k fragments per second         ||
||   59% completed, 3.8 mins elapsed, rate=87.4k fragments per second         ||
||   59% completed, 3.8 mins elapsed, rate=87.4k fragments per second         ||
||   60% completed, 3.9 mins elapsed, rate=87.4k fragments per second         ||
||   60% completed, 3.9 mins elapsed, rate=87.4k fragments per second         ||
||   61% completed, 3.9 mins elapsed, rate=87.4k fragments per second         ||
||   61% completed, 3.9 mins elapsed, rate=87.4k fragments per second         ||
||   61% completed, 4.0 mins elapsed, rate=87.4k fragments per second         ||
||   62% completed, 4.0 mins elapsed, rate=87.5k fragments per second         ||
||   62% completed, 4.0 mins elapsed, rate=87.5k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   62% completed, 4.1 mins elapsed, rate=106.4k fragments per second        ||
||   69% completed, 4.4 mins elapsed, rate=87.9k fragments per second         ||
||   70% completed, 4.5 mins elapsed, rate=87.9k fragments per second         ||
||   70% completed, 4.5 mins elapsed, rate=87.9k fragments per second         ||
||   70% completed, 4.5 mins elapsed, rate=87.9k fragments per second         ||
||   71% completed, 4.5 mins elapsed, rate=87.9k fragments per second         ||
||   71% completed, 4.6 mins elapsed, rate=87.9k fragments per second         ||
||   71% completed, 4.6 mins elapsed, rate=87.9k fragments per second         ||
||   72% completed, 4.6 mins elapsed, rate=87.9k fragments per second         ||
||   72% completed, 4.6 mins elapsed, rate=87.9k fragments per second         ||
||   72% completed, 4.6 mins elapsed, rate=87.9k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   73% completed, 4.7 mins elapsed, rate=104.5k fragments per second        ||
||   79% completed, 4.9 mins elapsed, rate=107.2k fragments per second        ||
||   80% completed, 5.0 mins elapsed, rate=89.7k fragments per second         ||
||   80% completed, 5.0 mins elapsed, rate=89.7k fragments per second         ||
||   81% completed, 5.0 mins elapsed, rate=89.7k fragments per second         ||
||   81% completed, 5.1 mins elapsed, rate=89.7k fragments per second         ||
||   81% completed, 5.1 mins elapsed, rate=89.6k fragments per second         ||
||   82% completed, 5.1 mins elapsed, rate=89.6k fragments per second         ||
||   82% completed, 5.1 mins elapsed, rate=89.6k fragments per second         ||
||   82% completed, 5.2 mins elapsed, rate=89.5k fragments per second         ||
||   83% completed, 5.2 mins elapsed, rate=89.5k fragments per second         ||
||   83% completed, 5.2 mins elapsed, rate=89.5k fragments per second         ||
|| Start read mapping in chunk.                                               ||
||   83% completed, 5.2 mins elapsed, rate=104.5k fragments per second        ||
||   90% completed, 5.5 mins elapsed, rate=106.8k fragments per second        ||
||   90% completed, 5.6 mins elapsed, rate=91.1k fragments per second         ||
||   91% completed, 5.6 mins elapsed, rate=91.0k fragments per second         ||
||   91% completed, 5.6 mins elapsed, rate=91.0k fragments per second         ||
||   91% completed, 5.6 mins elapsed, rate=90.9k fragments per second         ||
||   92% completed, 5.7 mins elapsed, rate=90.9k fragments per second         ||
||   92% completed, 5.7 mins elapsed, rate=90.8k fragments per second         ||
||   92% completed, 5.7 mins elapsed, rate=90.8k fragments per second         ||
||   93% completed, 5.7 mins elapsed, rate=90.7k fragments per second         ||
